trial_id,arm_id,task_id,raw_outcome,response_path_class,response_path_class_confidence,verifier_failure_category,verifier_failure_category_confidence,assertion_failure_category,assertion_failure_category_confidence,trajectory_disposition,trajectory_disposition_confidence,manual_review_reasons
6ebd9061-3c69-443d-8a76-be789b50344d,router-gpt-5.5,terminal-bench-2.0:model-extraction-relu-logits,failure,synthetic_retry_empty_completion,high,missing_or_wrong_output,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
6f1c3fee-11fd-47fc-93d8-c0aa5e111e8e,router-kimi-k2.6,terminal-bench-2.0:openssl-selfsigned-cert,failure,not_applicable,high,dependency_or_import_error,medium,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate;verifier_failure_category:j2.verifier.strict.dependency_or_import_error
704ef1b0-0ff5-4c17-a185-0666d57310be,router-deepseek-pro,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
70dc6dc1-99dc-47e2-89b3-4942a70deacf,router-kimi-k3,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
72b79727-a4d9-4eeb-9ad5-a36b081d884c,router-grok-build-0.1,terminal-bench-2.0:password-recovery,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
74d49595-4c4d-4c25-bd7b-260f1e54f3da,router-anthropic-haiku-sanitized,terminal-bench-2.0:schemelike-metacircular-eval,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
75af0c09-8bba-42d5-8746-34c8ed12e2c0,router-anthropic-haiku-sanitized,terminal-bench-2.0:custom-memory-heap-crash,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
75e54f81-49c2-4792-bdfe-0332329000c2,router-anthropic-fable-5,terminal-bench-2.0:custom-memory-heap-crash,failure,not_applicable,high,none,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
778407f8-fd75-4a1d-8d94-38b00c4c0b95,router-kimi-k2.6,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
77acdde2-4cf5-4cd7-b3fe-32b64433f0b9,router-anthropic-haiku-sanitized,terminal-bench-2.0:schemelike-metacircular-eval,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
7810f2c3-3555-4279-8654-6ae0ee9813b0,router-gemini-flash,terminal-bench-2.0:git-leak-recovery,failure,not_applicable,high,test_assertion_failure,high,missing_expected_file_or_content,medium,indeterminate,low,assertion_failure_category:j2.assertion.strict.missing_expected_file_or_content;trajectory_disposition:j2.trajectory.indeterminate
786033cd-baf4-425b-bc9d-962c069fd0f8,router-anthropic-haiku-sanitized,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
7bc1c687-2e2b-4a08-8939-6e5a2b1b969c,router-anthropic-sonnet,terminal-bench-2.0:password-recovery,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
7c59a03c-e765-4eb6-9e93-91d134abdf79,router-qwen-3.7-plus,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
7d052800-625f-4a30-b88d-5f5f02ae496f,router-gemini-flash,terminal-bench-2.0:build-cython-ext,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
7d2b2a25-15ee-4b76-9a41-0afeb2348c7e,router-anthropic-opus,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
7eceb1c8-4a7b-4899-9650-b54f7d432d24,router-gemini-flash,terminal-bench-2.0:mteb-retrieve,failure,empty_completion_after_long_api_path_wait,high,missing_or_wrong_output,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
84bed545-ad08-4e84-b596-faa88791b46b,router-anthropic-fable-5,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
84ebfe0a-3c3d-40c8-be1d-d97180af6fc4,router-glm-5.2,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8517956c-9e64-42f3-a71f-92e90ef018dc,router-anthropic-haiku-sanitized,terminal-bench-2.0:sqlite-db-truncate,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
86b56249-1b4c-4c2e-a44f-a206fe71041a,router-anthropic-opus,terminal-bench-2.0:polyglot-rust-c,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
87b34470-fba0-4b2a-b8f7-406bbd863e97,router-deepseek-flash,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
880aa3ea-2ede-4747-a249-63844569dbdd,router-anthropic-fable-5,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,none,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
8b1270fb-5624-4fd9-8488-a8ed9c3af173,router-anthropic-haiku-sanitized,terminal-bench-2.0:sqlite-db-truncate,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8b17fe14-0754-4b94-9528-aac2991fb1ab,router-anthropic-opus,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8b1f6016-155e-4458-8c64-0c70b2e6bc1c,router-anthropic-haiku-sanitized,terminal-bench-2.0:password-recovery,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8b60e3e2-8e8f-4464-9309-97c0c4b0c249,router-anthropic-opus,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
8b7b489a-7cff-4be7-87ec-929036722767,router-deepseek-pro,terminal-bench-2.0:build-cython-ext,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8e437354-1e31-4117-9ae8-b190979cf0d8,router-anthropic-opus,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8ee98dbf-3281-4419-99ce-5bdd914bd384,router-glm-5.2,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8f1b87d6-44e4-4d3f-b2a0-2ac41620675f,router-anthropic-fable-5,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8f490c14-4507-4203-bbdb-1adc904693c0,router-anthropic-sonnet,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8f51b6b4-0fa4-40d1-9abb-41cbd8c40748,router-kimi-k2.6,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
8f99ad44-f302-4e4e-b120-3b1b8e7d0ae1,router-kimi-k3,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
90453f45-3608-4e99-bf9a-f342148b620c,router-anthropic-haiku-sanitized,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
909cbd7f-015c-4373-ab0c-e860aa59f715,router-kimi-k2.6,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
91152190-2e88-4fb0-8b24-801c85eddf67,router-kimi-k2.6,terminal-bench-2.0:openssl-selfsigned-cert,failure,not_applicable,high,dependency_or_import_error,medium,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate;verifier_failure_category:j2.verifier.strict.dependency_or_import_error
91a28679-9597-4849-b549-ff3b103c2bb2,router-anthropic-sonnet,terminal-bench-2.0:schemelike-metacircular-eval,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
91cbe4bc-1d10-4c32-aaf1-8e4269067578,router-anthropic-fable-5,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
9323138f-03af-4f6b-b655-a59e533609a3,router-gpt-5.4,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
94f3c734-a6e5-4f66-9ff0-7c269089bce7,router-qwen-3.7-plus,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
962bc658-f887-4924-b923-2d2c40645ace,router-deepseek-flash,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
968372c9-7eb7-4cb9-ae85-5430256fa69c,router-gpt-5.4,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
97efd83c-1c25-4814-bdf5-fe56c1d07c05,router-deepseek-pro,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
9806fccf-8b71-4f07-a45b-70c1d4529290,router-deepseek-flash,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
9b9b8ee5-c8e0-4d56-a43c-d8fcb50564d4,router-gemini-flash,terminal-bench-2.0:modernize-scientific-stack,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
9bd546e2-7ee1-43ad-ba8c-5bc1a103cd86,router-glm-5.2,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
9c648db3-0cc9-4ab7-bf21-ba82c6eff2b5,router-anthropic-haiku-sanitized,terminal-bench-2.0:password-recovery,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
9c77dd12-fe79-4f7c-b370-6311afe5e829,router-anthropic-fable-5,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
9ccb0a3f-514f-47a0-944b-159604c30239,router-kimi-k3,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
9ce7bde7-ce6e-4f32-93af-04848273f93c,router-gpt-5.5,terminal-bench-2.0:model-extraction-relu-logits,failure,synthetic_retry_empty_completion,high,missing_or_wrong_output,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
9d3b3315-8ca4-4895-ad6d-3dee503c7471,router-anthropic-haiku-sanitized,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
9dcb7852-512a-4a85-bd05-a0f88352e6eb,router-anthropic-opus,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
a01c2c8c-1ee1-47ce-9191-8e58729cd08f,router-anthropic-haiku-sanitized,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
a12ed169-7774-4b37-9a3b-daf549537fbe,router-deepseek-pro,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
a23d5970-e9a9-4bbd-833b-4c7e94612c50,router-anthropic-sonnet,terminal-bench-2.0:polyglot-rust-c,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
a2d65ae7-a400-485a-90c3-9f4b6cc35956,router-gpt-5.5,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
a5947f0d-a1be-41c4-a9d8-b6abca025459,router-anthropic-sonnet,terminal-bench-2.0:cancel-async-tasks,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
a6aa6da9-792c-4245-a9cf-b4cf14bb76cb,router-deepseek-pro,terminal-bench-2.0:openssl-selfsigned-cert,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
a6d393de-3fbb-4759-84f3-21becc314780,router-anthropic-sonnet,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
a7a10ac3-60cb-44d6-b9ec-38a5939d90f0,router-glm-5.1,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
a8490ede-113d-4b7e-8a20-abd1da8b0a33,router-anthropic-sonnet,terminal-bench-2.0:torch-pipeline-parallelism,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
aa8dbfd6-e275-4519-8ec8-fded800fe3e0,router-anthropic-fable-5,terminal-bench-2.0:custom-memory-heap-crash,failure,not_applicable,high,none,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
ab18676e-581c-4e42-8157-c15760a27cbb,router-kimi-k2.6,terminal-bench-2.0:polyglot-rust-c,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
ab309b9e-b345-4359-9a44-4804e602b20b,router-glm-5.1,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
ab5bf72f-81d9-4a9f-947f-44e110624893,router-anthropic-fable-5,terminal-bench-2.0:password-recovery,failure,not_applicable,high,none,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
abc1e770-aedf-4cf0-b721-01d2cc2fdda1,router-anthropic-opus,terminal-bench-2.0:portfolio-optimization,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
ac321efe-7ded-4db9-ba69-189cb73550cc,router-anthropic-haiku-sanitized,terminal-bench-2.0:password-recovery,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
ac35e2f7-a7f6-4489-acad-4ba7e9d57da8,router-anthropic-haiku-sanitized,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
ac8f8849-430f-4283-92db-2207c28a5eb2,router-anthropic-fable-5,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
ad761bc1-9419-492a-b544-55d95ca4f97e,router-anthropic-haiku-sanitized,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
ae1cb04b-0207-4d51-9eeb-fe58ac279d4f,router-glm-5.1,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
ae3cd35a-d69d-4658-9748-a061ef2275ca,router-glm-5.2,terminal-bench-2.0:polyglot-rust-c,failure,unknown,low,none,medium,none,high,indeterminate,low,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.indeterminate
aec6a3e9-99e6-466a-b402-c195cfa3b66b,router-gemini-3.1-pro,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
af858601-6feb-4401-bfbd-d0c3f6e4fd72,router-gpt-5.5,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
b00d0854-337d-4ccd-a17e-84b97cfa0f39,router-gpt-5.4,terminal-bench-2.0:schemelike-metacircular-eval,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
b192f691-ee20-4bc2-a39b-1c5d6f3d566a,router-gpt-5.4,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
b22c4c31-860f-4a9f-b1ec-401e78392909,router-anthropic-sonnet,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
b341ff5d-fc62-449a-b452-e994c5600807,router-grok-build-0.1,terminal-bench-2.0:schemelike-metacircular-eval,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
b444ea5e-f0f6-4510-86fd-5d3498477a63,router-anthropic-opus,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
b59df617-f5c9-45bb-b561-b350b69c7e36,router-anthropic-haiku-sanitized,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
b59e45f0-050e-448e-8a97-abee2f4b89c6,router-gemini-flash,terminal-bench-2.0:polyglot-rust-c,failure,thinking_only_empty_completion,high,missing_or_wrong_output,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
b5a0f9ad-bc7b-45a2-be4d-0104e806083b,router-deepseek-pro,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
b67cf906-5d18-4209-9b8f-80d2863933f6,router-glm-5.1,terminal-bench-2.0:openssl-selfsigned-cert,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
b84570c6-9e54-4152-ac13-7977ab5ae69f,router-deepseek-pro,terminal-bench-2.0:build-cython-ext,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
ba8d48a9-7ee0-4218-a14d-84eaee43d017,router-anthropic-fable-5,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
bb1d5bae-c561-476c-a1af-753db863f9cb,router-gpt-5.4,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
bcd1cff0-ee00-46cf-a782-22764189eb16,router-gemini-3.1-pro,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
bf5eb1e1-e019-4cba-921e-1441b7cc7e37,router-grok-build-0.1,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
bf7516b3-cd48-41fe-8932-090bdebf8bca,router-deepseek-flash,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
c0fb1426-077c-457d-8b4f-2ca6ac893dee,router-anthropic-haiku-sanitized,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
c2af08a2-b5ab-4ffb-bf4a-2702104f9d29,router-anthropic-haiku-sanitized,terminal-bench-2.0:llm-inference-batching-scheduler,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
c5017ba1-2e2a-474d-a7b8-8108d43ad95e,router-gemini-flash,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
c5158856-52cb-428e-8651-84c05d93830a,router-anthropic-sonnet,terminal-bench-2.0:nginx-request-logging,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
c7b47273-d193-49d2-a3c3-38121b85a01e,router-anthropic-opus,terminal-bench-2.0:openssl-selfsigned-cert,failure,not_applicable,high,dependency_or_import_error,medium,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate;verifier_failure_category:j2.verifier.strict.dependency_or_import_error
ca83e664-03f1-4bfe-863c-38eaee576dd0,router-anthropic-opus,terminal-bench-2.0:openssl-selfsigned-cert,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
cb4c8c9a-16ab-44a6-bd63-801534e39ee4,router-anthropic-sonnet,terminal-bench-2.0:fix-code-vulnerability,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
