task_id,arm_a,arm_b,arm_a_raw_outcome,arm_b_raw_outcome,arm_a_execution_classes,arm_b_execution_classes,arm_a_activity_summary,arm_b_activity_summary,arm_a_policy_summary,arm_b_policy_summary,arm_a_timeout_summary,arm_b_timeout_summary,arm_a_setup_transport_summary,arm_b_setup_transport_summary,arm_a_verifier_summary,arm_b_verifier_summary,disagreement_category,headline_relevant,supporting_trial_links
terminal-bench-2.0:custom-memory-heap-crash,router-deepseek-flash,router-gemini-flash,3/3 success,0/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":3}","{""timeout"":3}",timeout_reliability_difference,True,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/2c682b3b-aad1-423f-b941-58816253f290"",""/trials/53174a85-255f-442f-80b7-87393f309c2b"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/bead1dd0-df29-4a71-8644-fc1ec1e1e757"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631""]"
terminal-bench-2.0:custom-memory-heap-crash,router-deepseek-flash,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/2c682b3b-aad1-423f-b941-58816253f290"",""/trials/53174a85-255f-442f-80b7-87393f309c2b"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/bead1dd0-df29-4a71-8644-fc1ec1e1e757"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-deepseek-pro,router-gemini-flash,3/3 success,0/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":3}","{""timeout"":3}",timeout_reliability_difference,True,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/29b84554-4c39-4fd2-9ddb-65d8d2878cb6"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/a96bdc8e-6778-4a50-9b32-f28f69d63a1d"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631"",""/trials/ec37f606-6dcd-48a3-ace5-a17e194651b4""]"
terminal-bench-2.0:custom-memory-heap-crash,router-deepseek-pro,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/29b84554-4c39-4fd2-9ddb-65d8d2878cb6"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/a96bdc8e-6778-4a50-9b32-f28f69d63a1d"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/ec37f606-6dcd-48a3-ace5-a17e194651b4"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-3.1-pro,router-gemini-flash,3/3 success,0/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":3}","{""timeout"":3}",timeout_reliability_difference,True,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/23eae455-9092-4899-8966-a1640278c683"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/9045c9da-a358-4bf5-a17f-649de414b931"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631"",""/trials/e3ea3679-e8a2-48e5-886c-7122718e1cff""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-3.1-pro,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/23eae455-9092-4899-8966-a1640278c683"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/9045c9da-a358-4bf5-a17f-649de414b931"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/e3ea3679-e8a2-48e5-886c-7122718e1cff"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-flash,router-glm-5.1,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""timeout_after_meaningful_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",3/3,0/3,0/3,0/3,"{""timeout"":3}","{""none"":3}",timeout_reliability_difference,True,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/35ff34e5-0c32-4831-b0a8-3470cc474819"",""/trials/5dce78a1-22af-45ba-884e-02b5233dde74"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/6cff90a8-b446-459c-a7ac-65bb3e471367"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-flash,router-glm-5.2,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""timeout_after_meaningful_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",3/3,1/3,0/3,0/3,"{""timeout"":3}","{""none"":3}",timeout_reliability_difference,True,"[""/trials/04b8e9b3-849f-46bf-8976-24a6a923fc18"",""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/42eaf9de-cf5f-42af-bd5e-01d722b2753a"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/7339174e-721b-4497-8cc9-a9a209c584e4"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-flash,router-gpt-5.4,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""timeout_after_meaningful_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",3/3,0/3,0/3,0/3,"{""timeout"":3}","{""none"":3}",timeout_reliability_difference,True,"[""/trials/025fda37-ad00-4f85-a9c0-8cef7f2d305f"",""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/4dd0d868-b22a-41d7-8265-849040f5b37e"",""/trials/546f773e-5a05-4378-919a-f1312b546114"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-flash,router-gpt-5.5,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""timeout_after_meaningful_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",3/3,0/3,0/3,0/3,"{""timeout"":3}","{""none"":3}",timeout_reliability_difference,True,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/bd793de9-e948-4eb5-b606-ef54aa2c9c90"",""/trials/cf32dce0-eb08-469b-acd6-d2d5d323f09b"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631"",""/trials/e191dfd4-fc45-4cb3-8a16-7044ec6e35c7""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-flash,router-grok-build-0.1,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""timeout_after_meaningful_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",3/3,0/3,0/3,0/3,"{""timeout"":3}","{""none"":3}",timeout_reliability_difference,True,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/2daf6f53-109a-4a9b-8b1e-c30dc3cace3f"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/6cdc41ad-0c6f-4b6b-b035-69f443312baf"",""/trials/afd557d0-d7fc-4289-a337-35ad15972570"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-flash,router-kimi-k2.6,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""timeout_after_meaningful_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",3/3,0/3,0/3,0/3,"{""timeout"":3}","{""none"":3}",timeout_reliability_difference,True,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/63f25c79-d1b1-4df2-95b2-7ac8e8339c28"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/baf0755e-349f-4632-b634-1c88330add68"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631"",""/trials/f34bf506-d863-4bea-ac47-5dfc7e9379cc""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-flash,router-kimi-k3,0/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""timeout_after_meaningful_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",3/3,1/3,0/3,0/3,"{""timeout"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gemini-flash,router-qwen-3.7-plus,0/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""timeout_after_meaningful_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",3/3,0/3,0/3,0/3,"{""timeout"":3}","{""none"":3}",timeout_reliability_difference,True,"[""/trials/15328a7d-f8a1-4157-a8fc-d5bc472d3ae6"",""/trials/63ae48fc-1aed-4bc1-8148-afb3481d51fe"",""/trials/65ee34bf-6af0-4eb4-9ccb-5cf11310bc26"",""/trials/6f0e5965-507b-4413-a4b4-c022268a23ca"",""/trials/87f10ebb-0434-44e3-b585-88b76a286cf6"",""/trials/d3da4ae9-0731-47d9-ac10-2b43ff461631""]"
terminal-bench-2.0:custom-memory-heap-crash,router-glm-5.1,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/35ff34e5-0c32-4831-b0a8-3470cc474819"",""/trials/5dce78a1-22af-45ba-884e-02b5233dde74"",""/trials/6cff90a8-b446-459c-a7ac-65bb3e471367"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-glm-5.2,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",1/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",capability_difference,False,"[""/trials/04b8e9b3-849f-46bf-8976-24a6a923fc18"",""/trials/42eaf9de-cf5f-42af-bd5e-01d722b2753a"",""/trials/7339174e-721b-4497-8cc9-a9a209c584e4"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gpt-5.4,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/025fda37-ad00-4f85-a9c0-8cef7f2d305f"",""/trials/4dd0d868-b22a-41d7-8265-849040f5b37e"",""/trials/546f773e-5a05-4378-919a-f1312b546114"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-gpt-5.5,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/bd793de9-e948-4eb5-b606-ef54aa2c9c90"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/cf32dce0-eb08-469b-acd6-d2d5d323f09b"",""/trials/e191dfd4-fc45-4cb3-8a16-7044ec6e35c7"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-grok-build-0.1,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/2daf6f53-109a-4a9b-8b1e-c30dc3cace3f"",""/trials/6cdc41ad-0c6f-4b6b-b035-69f443312baf"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/afd557d0-d7fc-4289-a337-35ad15972570"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-kimi-k2.6,router-kimi-k3,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/63f25c79-d1b1-4df2-95b2-7ac8e8339c28"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/baf0755e-349f-4632-b634-1c88330add68"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/f34bf506-d863-4bea-ac47-5dfc7e9379cc"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:custom-memory-heap-crash,router-kimi-k3,router-qwen-3.7-plus,2/3 success,3/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/63ae48fc-1aed-4bc1-8148-afb3481d51fe"",""/trials/6f0e5965-507b-4413-a4b4-c022268a23ca"",""/trials/87f10ebb-0434-44e3-b585-88b76a286cf6"",""/trials/8cede61a-0e1b-4bbf-83c9-299f08776438"",""/trials/c158361c-92b8-4ecf-a495-61df2a8577d1"",""/trials/ff1102fb-fa14-4972-8de7-5c0820e269a3""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-fable-5,router-anthropic-sonnet,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 2, ""unknown"": 1}","{""substantive_agent_activity"":3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/3f484917-29f5-4c72-9f11-f37395c5059d"",""/trials/3f62ba81-6933-45a5-a2eb-8a567022dbfd"",""/trials/799ce2ff-4fbe-4d77-9205-a145363790c1"",""/trials/cb4c8c9a-16ab-44a6-bd63-801534e39ee4"",""/trials/d4147c28-6067-41a8-b716-f48762ded774"",""/trials/da2e5fc5-5cc9-4fb4-8bb5-6db5ef38c680""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-fable-5,router-deepseek-flash,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":3}","{""none"":2,""test_assertion_failure"":1}",capability_difference,False,"[""/trials/584aa95d-6615-469b-b33d-103d4f3864de"",""/trials/67a3b974-08f6-4e25-aecf-242af12bfdcf"",""/trials/799ce2ff-4fbe-4d77-9205-a145363790c1"",""/trials/c5d0ee98-fc15-4722-bdc6-307972212133"",""/trials/d4147c28-6067-41a8-b716-f48762ded774"",""/trials/da2e5fc5-5cc9-4fb4-8bb5-6db5ef38c680""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-fable-5,router-gemini-3.1-pro,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/2c9f38be-c885-43df-92ce-26160f50e156"",""/trials/3433f91b-e4fc-4f06-9be3-d17e8626c0dd"",""/trials/799ce2ff-4fbe-4d77-9205-a145363790c1"",""/trials/d4147c28-6067-41a8-b716-f48762ded774"",""/trials/d946b235-2193-4019-b4af-eb2396f6284f"",""/trials/da2e5fc5-5cc9-4fb4-8bb5-6db5ef38c680""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-fable-5,router-gemini-flash,3/3 success,1/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":3}","{""none"":1,""timeout"":2}",timeout_reliability_difference,False,"[""/trials/1e387c08-85e6-495d-80fe-6f97a04506a5"",""/trials/48195b08-8f5c-48d5-a830-0c3243e67b96"",""/trials/799ce2ff-4fbe-4d77-9205-a145363790c1"",""/trials/ba766462-5726-46c3-a3e6-f4b087b117d8"",""/trials/d4147c28-6067-41a8-b716-f48762ded774"",""/trials/da2e5fc5-5cc9-4fb4-8bb5-6db5ef38c680""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-haiku-sanitized,router-anthropic-sonnet,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 2, ""unknown"": 1}","{""substantive_agent_activity"":3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/3f484917-29f5-4c72-9f11-f37395c5059d"",""/trials/3f62ba81-6933-45a5-a2eb-8a567022dbfd"",""/trials/4362bec4-074d-4126-9c46-2dc8d5427d95"",""/trials/bed27e5e-bd93-49fe-87a8-7a11c35fac4e"",""/trials/cb4c8c9a-16ab-44a6-bd63-801534e39ee4"",""/trials/f12fd110-dc71-491d-bf63-a9a41148e4e4""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-haiku-sanitized,router-deepseek-flash,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":3}","{""none"":2,""test_assertion_failure"":1}",capability_difference,False,"[""/trials/4362bec4-074d-4126-9c46-2dc8d5427d95"",""/trials/584aa95d-6615-469b-b33d-103d4f3864de"",""/trials/67a3b974-08f6-4e25-aecf-242af12bfdcf"",""/trials/bed27e5e-bd93-49fe-87a8-7a11c35fac4e"",""/trials/c5d0ee98-fc15-4722-bdc6-307972212133"",""/trials/f12fd110-dc71-491d-bf63-a9a41148e4e4""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-haiku-sanitized,router-gemini-3.1-pro,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/2c9f38be-c885-43df-92ce-26160f50e156"",""/trials/3433f91b-e4fc-4f06-9be3-d17e8626c0dd"",""/trials/4362bec4-074d-4126-9c46-2dc8d5427d95"",""/trials/bed27e5e-bd93-49fe-87a8-7a11c35fac4e"",""/trials/d946b235-2193-4019-b4af-eb2396f6284f"",""/trials/f12fd110-dc71-491d-bf63-a9a41148e4e4""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-haiku-sanitized,router-gemini-flash,3/3 success,1/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":3}","{""none"":1,""timeout"":2}",timeout_reliability_difference,False,"[""/trials/1e387c08-85e6-495d-80fe-6f97a04506a5"",""/trials/4362bec4-074d-4126-9c46-2dc8d5427d95"",""/trials/48195b08-8f5c-48d5-a830-0c3243e67b96"",""/trials/ba766462-5726-46c3-a3e6-f4b087b117d8"",""/trials/bed27e5e-bd93-49fe-87a8-7a11c35fac4e"",""/trials/f12fd110-dc71-491d-bf63-a9a41148e4e4""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-opus,router-anthropic-sonnet,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 2, ""unknown"": 1}","{""substantive_agent_activity"":3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/1b608cea-7895-432a-8c62-4eeac3b721e8"",""/trials/3f484917-29f5-4c72-9f11-f37395c5059d"",""/trials/3f62ba81-6933-45a5-a2eb-8a567022dbfd"",""/trials/acf1a6d3-eb74-49a3-ae24-68811adac3de"",""/trials/c55b272d-e2db-45ee-a474-cf484f93cd05"",""/trials/cb4c8c9a-16ab-44a6-bd63-801534e39ee4""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-opus,router-deepseek-flash,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,0/3,0/3,0/3,"{""none"":3}","{""none"":2,""test_assertion_failure"":1}",capability_difference,False,"[""/trials/1b608cea-7895-432a-8c62-4eeac3b721e8"",""/trials/584aa95d-6615-469b-b33d-103d4f3864de"",""/trials/67a3b974-08f6-4e25-aecf-242af12bfdcf"",""/trials/acf1a6d3-eb74-49a3-ae24-68811adac3de"",""/trials/c55b272d-e2db-45ee-a474-cf484f93cd05"",""/trials/c5d0ee98-fc15-4722-bdc6-307972212133""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-opus,router-gemini-3.1-pro,3/3 success,2/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""substantive_agent_activity"":2,""timeout_after_meaningful_activity"":1}","{""none_detected"":3}","{""none_detected"":3}",0/3,1/3,0/3,0/3,"{""none"":3}","{""none"":2,""timeout"":1}",timeout_reliability_difference,False,"[""/trials/1b608cea-7895-432a-8c62-4eeac3b721e8"",""/trials/2c9f38be-c885-43df-92ce-26160f50e156"",""/trials/3433f91b-e4fc-4f06-9be3-d17e8626c0dd"",""/trials/acf1a6d3-eb74-49a3-ae24-68811adac3de"",""/trials/c55b272d-e2db-45ee-a474-cf484f93cd05"",""/trials/d946b235-2193-4019-b4af-eb2396f6284f""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-opus,router-gemini-flash,3/3 success,1/3 success,"{""substantive"": 3}","{""substantive"": 3}","{""substantive_agent_activity"":3}","{""timeout_after_meaningful_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",0/3,3/3,0/3,0/3,"{""none"":3}","{""none"":1,""timeout"":2}",timeout_reliability_difference,False,"[""/trials/1b608cea-7895-432a-8c62-4eeac3b721e8"",""/trials/1e387c08-85e6-495d-80fe-6f97a04506a5"",""/trials/48195b08-8f5c-48d5-a830-0c3243e67b96"",""/trials/acf1a6d3-eb74-49a3-ae24-68811adac3de"",""/trials/ba766462-5726-46c3-a3e6-f4b087b117d8"",""/trials/c55b272d-e2db-45ee-a474-cf484f93cd05""]"
terminal-bench-2.0:fix-code-vulnerability,router-anthropic-sonnet,router-deepseek-pro,2/3 success,3/3 success,"{""substantive"": 2, ""unknown"": 1}","{""substantive"": 3}","{""activity_unknown"":1,""substantive_agent_activity"":2}","{""substantive_agent_activity"":3}","{""none_detected"":3}","{""none_detected"":3}",1/3,0/3,0/3,0/3,"{""none"":2,""timeout"":1}","{""none"":3}",timeout_reliability_difference,False,"[""/trials/25bede50-0b6a-4fa7-b5d2-91ac0ae3a497"",""/trials/3f484917-29f5-4c72-9f11-f37395c5059d"",""/trials/3f62ba81-6933-45a5-a2eb-8a567022dbfd"",""/trials/8380176e-a14d-41ff-91eb-a8aab1adcaa5"",""/trials/9e3cafed-5051-4267-8f59-75531f3903fb"",""/trials/cb4c8c9a-16ab-44a6-bd63-801534e39ee4""]"
