packet_strata,trial_id,trial_link,run_label,arm_id,task_id,raw_outcome,execution_validity,activity_subtype,policy_disposition,failure_subtype,termination_subtype,telemetry_status,canonical_completeness,r2_read_availability,analyzed_artifact_integrity_status,classification_confidence,evidence_reasons,supporting_artifact_ids,analyzer_version
revised_ordinary_controls,78ac7370-8848-4fb6-a69e-1923e0c21f9b,/trials/78ac7370-8848-4fb6-a69e-1923e0c21f9b,router-glm-5.2/2026-06-19__13-47-51,router-glm-5.2,terminal-bench-2.0:git-leak-recovery,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 16"",""Tool calls: 17"",""Workspace-changing calls: 11"",""Thinking event metadata: 1479 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 17492"",""Transcript total input tokens: 17492"",""Transcript output tokens: 5526"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""1e81a815-bf39-422f-b636-4f1a85827ab6"",""f7edf8eb-afe0-42de-a87e-9464957dcc27"",""a584536d-eca1-45b4-b811-86fbdc5b4c3b"",""c2a8981d-14d9-4812-90b2-d7f2c70372ae"",""30474b0c-dc05-4f54-a8cf-e4a92c376686"",""461beaba-ca38-4400-80cd-9ffd45ab0803""]",artifact-evidence-v1.3.2
revised_ordinary_controls,7c3d82da-7e32-4165-8c29-d5c0dae017ab,/trials/7c3d82da-7e32-4165-8c29-d5c0dae017ab,router-kimi-k3/2026-07-22__17-51-05,router-kimi-k3,terminal-bench-2.0:git-leak-recovery,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 4"",""Tool calls: 6"",""Workspace-changing calls: 4"",""Thinking event metadata: 142 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 123833"",""Transcript total input tokens: 123833"",""Transcript output tokens: 1413"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""9592d615-c9d2-4e22-880c-26dd70c054ee"",""7193e415-ac50-4747-bd7c-172700b9e4ca"",""ad9b0d16-7a7e-4d33-84a1-e3df82760696"",""b5c03ef5-193d-43ba-96e4-8478d98f829f"",""73dde81c-3fed-4b20-b12b-9dbae8f01915"",""209fe32b-758e-4e51-8e50-dde7c116e0e7""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,7d052800-625f-4a30-b88d-5f5f02ae496f,/trials/7d052800-625f-4a30-b88d-5f5f02ae496f,router-gemini-flash/2026-06-27__01-30-20,router-gemini-flash,terminal-bench-2.0:build-cython-ext,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""2e145c6c-1208-4bcb-ab2c-16f3f2b95fb2"",""a287ba54-1a2d-4f67-89e8-9b2971065a37"",""8c7285bd-bd01-48ee-be61-d0deea8b11f2"",""fd63e2c1-ba14-4d56-8854-85bf4119019d"",""25a4e31b-7bb1-4305-adf1-37ceb7af2d9e"",""4e961c34-4ebd-41b1-9acd-109f8a3758bd"",""d8820d5c-68d8-4f8c-95f6-22c0110c8f3f""]",artifact-evidence-v1.3.2
all_empty_or_synthetic,7eceb1c8-4a7b-4899-9650-b54f7d432d24,/trials/7eceb1c8-4a7b-4899-9650-b54f7d432d24,router-gemini-flash/2026-06-27__01-30-20,router-gemini-flash,terminal-bench-2.0:mteb-retrieve,failure,invalid_response_path,empty_completion_after_long_api_path_wait,none_detected,missing_required_output,none,database_missing_transcript_present,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: missing_required_output""]","[""7e374687-f760-4275-ad1e-08d8d492bd03"",""dc8c01cb-3f51-4931-be0b-0d0c6f221d9a"",""c3108c6a-4d81-4302-abda-048a4536864f"",""3188422c-ca63-4998-92fb-1947eab64e23"",""022b2317-f568-47cd-a63b-4bc89329409b"",""5a937ac7-0a9e-42f0-8fcb-fef9b5234bbc""]",artifact-evidence-v1.3.2
revised_ordinary_controls,83672d73-d5ba-40db-846f-76532efe1467,/trials/83672d73-d5ba-40db-846f-76532efe1467,router-anthropic-opus/2026-07-01__12-15-57,router-anthropic-opus,terminal-bench-2.0:torch-pipeline-parallelism,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 8"",""Workspace-changing calls: 3"",""Thinking event metadata: 4 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 263458"",""Transcript total input tokens: 263458"",""Transcript output tokens: 22289"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""c16d0841-45b4-4da6-9501-0870bfef1c2b"",""510b2785-1cc7-41f6-9469-a96fddd0afdd"",""8f3a2326-261e-40d3-aef8-2c771a6a1e0e"",""e06ccd8a-ac81-4970-aa8b-edd69ff5b94f"",""c7750bd7-c498-4b95-b1e6-43e5314128cf"",""cfc659e7-4146-4125-bf81-15052e20d992""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,86b56249-1b4c-4c2e-a44f-a206fe71041a,/trials/86b56249-1b4c-4c2e-a44f-a206fe71041a,router-anthropic-opus/2026-07-01__12-15-57,router-anthropic-opus,terminal-bench-2.0:polyglot-rust-c,failure,unknown,activity_unknown,none_detected,timeout,timeout,unknown,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: not observed"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 0"",""Transcript total input tokens: not recorded"",""Transcript output tokens: not recorded"",""Transcript usage basis: not recorded"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""72356df2-3ea7-42a6-be68-0498540fd9d6"",""fec6fea9-6876-4ab4-9baa-15c68b5ce835"",""896bffb0-c415-4a60-a8a3-ddeefabe3355"",""66d93889-b14a-44d9-affa-b1204658886d"",""e1a30c00-efde-46f8-8f84-e318722586b4"",""7fb4d3e9-074f-48e9-8fce-5fe63bca3768"",""ae39d0e6-9190-4e47-8f09-40551bb2cf57""]",artifact-evidence-v1.3.2
all_policy_refusals,880aa3ea-2ede-4747-a249-63844569dbdd,/trials/880aa3ea-2ede-4747-a249-63844569dbdd,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:model-extraction-relu-logits,failure,policy_blocked,provider_policy_refusal,provider_policy_refusal,policy_refusal,provider_policy_refusal,database_zero_transcript_nonzero,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: provider_policy_refusal"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 0"",""Transcript total input tokens: 28583"",""Transcript output tokens: 3"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: yes (cyber)"",""Verifier failure subtype: policy_refusal""]","[""4fb0c82d-8cdd-4933-9724-e5d69d5266b6"",""c9b1542b-5672-4997-8b92-f33a4e5e1fad"",""1c60cb34-2c55-4757-9719-60247b82609e"",""b4b1b634-1a66-4b58-9ee5-235e5c93f223"",""0677ffc2-63af-45ac-ae3c-70c864f28821"",""207895b1-e5dc-4744-b8f9-1fe3775580d1"",""e3272525-9837-4e05-ae42-dfc72587ecd0""]",artifact-evidence-v1.3.2
revised_ordinary_controls,8b1270fb-5624-4fd9-8488-a8ed9c3af173,/trials/8b1270fb-5624-4fd9-8488-a8ed9c3af173,router-anthropic-haiku-sanitized/2026-07-12__03-25-22,router-anthropic-haiku-sanitized,terminal-bench-2.0:sqlite-db-truncate,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 9"",""Tool calls: 8"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 292281"",""Transcript total input tokens: 292281"",""Transcript output tokens: 3781"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""e12a3ac7-2d73-420f-9f62-434212e97805"",""fc166f89-cf05-4a96-a9c4-f12c6dc29f0e"",""0dbd16e3-c2a1-4b28-b7f8-fdc6382b17ff"",""30b194b4-f04f-460d-bf0d-ce3460e7acf8"",""7c3fcd0e-d314-4c2e-aab0-d168c67705f7"",""2e6dbe07-a6d1-4307-b8a9-96f9e684c1d8""]",artifact-evidence-v1.3.2
all_extraneous_output_artifacts,8b60e3e2-8e8f-4464-9309-97c0c4b0c249,/trials/8b60e3e2-8e8f-4464-9309-97c0c4b0c249,router-anthropic-opus/2026-07-01__12-15-57,router-anthropic-opus,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,none_detected,extraneous_output_artifacts,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 5"",""Tool calls: 5"",""Workspace-changing calls: 3"",""Thinking event metadata: 5 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 144587"",""Transcript total input tokens: 144587"",""Transcript output tokens: 51359"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: extraneous_output_artifacts""]","[""427dc2fe-aaeb-4e77-8efb-d64a1c023222"",""eb0f46ba-aec6-4d0a-bfbf-2377db0e3d28"",""6b70cd94-03ed-4b37-9506-963af1da3d7c"",""cae7f771-2c47-41ae-85e5-868675293232"",""e31baad4-da5b-4865-b35b-aa3a1f96abb2"",""3ddedfcd-56b1-402e-94f5-0111a21a1c2b""]",artifact-evidence-v1.3.2
all_reclassified_verifier_environment_v1_1_1,8b7b489a-7cff-4be7-87ec-929036722767,/trials/8b7b489a-7cff-4be7-87ec-929036722767,router-deepseek-pro/2026-06-19__13-47-59,router-deepseek-pro,terminal-bench-2.0:build-cython-ext,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 27"",""Tool calls: 105"",""Workspace-changing calls: 25"",""Thinking event metadata: 5176 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 2714060"",""Transcript total input tokens: 2714060"",""Transcript output tokens: 17975"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""0e8322cf-4874-42b8-b832-29ee9876bcb7"",""96fb054f-71dd-4576-8de6-bcef9003c904"",""a9503a90-81d9-4bac-adae-e6237de7208a"",""c30d6856-d016-4ede-b07d-ccdf1d703062"",""49105a62-e738-4717-8a1a-7d843e91614d"",""37d65cff-05d0-498b-a2b3-d764c10e5c86""]",artifact-evidence-v1.3.2
revised_ordinary_controls,8d09b41c-58d0-4930-a73a-d8a93fb63400,/trials/8d09b41c-58d0-4930-a73a-d8a93fb63400,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:nginx-request-logging,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 3"",""Tool calls: 13"",""Workspace-changing calls: 9"",""Thinking event metadata: 7 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 394961"",""Transcript total input tokens: 394961"",""Transcript output tokens: 1958"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""ade5e1a1-6141-42c7-ab43-1288e127138f"",""59e9b63b-09eb-4c29-8150-6d2249500a63"",""22ef4c4d-81ce-4819-9604-7d1f2918b105"",""aa7b4061-1507-4933-bf22-218d596f670b"",""a562db19-ab01-43d1-bdff-451b871a2d78"",""c86bdcb6-074c-4078-ac27-2273f0ae9475""]",artifact-evidence-v1.3.2
revised_ordinary_controls,8ee98dbf-3281-4419-99ce-5bdd914bd384,/trials/8ee98dbf-3281-4419-99ce-5bdd914bd384,router-glm-5.2/2026-06-19__13-47-51,router-glm-5.2,terminal-bench-2.0:cancel-async-tasks,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 8"",""Tool calls: 9"",""Workspace-changing calls: 6"",""Thinking event metadata: 15322 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 6712"",""Transcript total input tokens: 6712"",""Transcript output tokens: 18367"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""04ae37cf-4c2b-4d17-a220-38c301397ef0"",""2aad3f1f-9306-45d0-bcac-c41b903f11ad"",""900de11b-4178-4645-ba7a-b14b97d7d005"",""2d7aa747-ec42-4103-9db4-127882d7cf0d"",""d517e038-edd4-4235-8266-6d8648bd8251"",""24fc6ceb-8d2f-4a69-9ec5-cefaa108550c""]",artifact-evidence-v1.3.2
all_reclassified_setup_transport_v1_1_1,91a28679-9597-4849-b549-ff3b103c2bb2,/trials/91a28679-9597-4849-b549-ff3b103c2bb2,router-anthropic-sonnet/2026-06-27__01-30-11,router-anthropic-sonnet,terminal-bench-2.0:schemelike-metacircular-eval,failure,unknown,activity_unknown,none_detected,timeout,timeout,database_missing_transcript_present,9/9,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: none"",""Termination / exception subtype: timeout"",""Visible assistant events: 0"",""Tool calls: 0"",""Workspace-changing calls: 0"",""Thinking event metadata: 0 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: not recorded"",""Transcript total input tokens: 0"",""Transcript output tokens: 0"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: timeout""]","[""e280417f-7b7d-4b45-9edd-ee6f063be152"",""445259f7-9ac6-418b-9c2e-035817f164b7"",""2d65842a-35ae-4449-ba3b-4728b187ca55"",""4841cf75-67d5-47e2-84b0-6f1ec2e289aa"",""09910a2e-ad3a-4daa-9842-099798917092"",""5dc80d45-2022-4604-8b4c-66429b432c30"",""889e723e-cbba-45c9-b3c9-2d077c42f915""]",artifact-evidence-v1.3.2
revised_ordinary_controls,94275935-25eb-4e4a-b2ad-2010d72be8cc,/trials/94275935-25eb-4e4a-b2ad-2010d72be8cc,router-kimi-k2.6/2026-06-28__13-28-55,router-kimi-k2.6,terminal-bench-2.0:sqlite-db-truncate,success,substantive,substantive_agent_activity,none_detected,none,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 8"",""Workspace-changing calls: 3"",""Thinking event metadata: 29040 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 24240"",""Transcript total input tokens: 24240"",""Transcript output tokens: 31834"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""3c50ce06-1024-4a1d-8988-01d2c661fb5a"",""e6db1d61-1f26-466c-b275-e30443289dd8"",""e294722b-babf-4b99-ad4d-922ebca2bcfe"",""b249078f-0640-4681-b9b1-a8352b7e20ee"",""41e2ec68-99e5-46f1-98d6-576c1e21a73d"",""52b8f650-679c-4f08-be26-8e6e0a425aec""]",artifact-evidence-v1.3.2
revised_ordinary_controls,962bc658-f887-4924-b923-2d2c40645ace,/trials/962bc658-f887-4924-b923-2d2c40645ace,router-deepseek-flash/2026-06-28__13-28-50,router-deepseek-flash,terminal-bench-2.0:torch-pipeline-parallelism,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 1"",""Tool calls: 1"",""Workspace-changing calls: 1"",""Thinking event metadata: 12438 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 48805"",""Transcript total input tokens: 48805"",""Transcript output tokens: 14264"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""15bb5490-2568-4d02-a8a2-d7504c8a3389"",""4bfa7bda-0f99-47ed-9e19-38d5c3138f8a"",""55a3eb96-1ab6-4f7d-88a0-04ddd37420ad"",""43bf1ba5-4dcc-4810-888a-20fba252f97a"",""275490fa-fb97-43a6-9ca5-6fed4a3d5f5a"",""624e05f4-133f-474e-8fb1-fd51a969594d""]",artifact-evidence-v1.3.2
revised_ordinary_controls,9806fccf-8b71-4f07-a45b-70c1d4529290,/trials/9806fccf-8b71-4f07-a45b-70c1d4529290,router-deepseek-flash/2026-06-28__13-28-50,router-deepseek-flash,terminal-bench-2.0:torch-pipeline-parallelism,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 4"",""Tool calls: 3"",""Workspace-changing calls: 2"",""Thinking event metadata: 13606 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 118069"",""Transcript total input tokens: 118069"",""Transcript output tokens: 17114"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""9ea7f290-a310-45ab-b7f9-ae9f6ae07392"",""95ce8ee2-fac3-46e0-8b29-cf932edd8ccc"",""d8404525-e13e-4cb3-a989-1f0add63062a"",""cc0dff2a-fa79-4103-b8a0-142a6ff7352a"",""6296172b-1ca1-4f27-b116-1a7beb697eb1"",""9300263d-9a9b-4c66-8074-dc9c0bfb8383""]",artifact-evidence-v1.3.2
all_positive_reward_exceptions,9a3cdf6b-23c8-4dcb-b962-705a5eb08a1e,/trials/9a3cdf6b-23c8-4dcb-b962-705a5eb08a1e,router-anthropic-fable-5/2026-07-11__12-15-55,router-anthropic-fable-5,terminal-bench-2.0:schemelike-metacircular-eval,success,substantive,timeout_after_meaningful_activity,none_detected,none,timeout,nonzero_mismatch,9/9,available,verified,high,"[""Database reward (raw source of truth): 1"",""Harbor result reward: 1"",""Database/result reward consistency: consistent"",""Database exception type: exception_info"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: exception_info"",""All trusted exception markers: timeout"",""Termination / exception subtype: timeout"",""Visible assistant events: 4"",""Tool calls: 18"",""Workspace-changing calls: 4"",""Thinking event metadata: 15 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 501315"",""Transcript total input tokens: 737271"",""Transcript output tokens: 79002"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: none""]","[""31a2f3ca-a2a6-43ad-9b33-60ce3f4082ec"",""550e0155-fe7d-4f29-be3f-9bbe2a0c3b2f"",""55d72db6-e195-4410-a13c-35ff03ca679b"",""b9d040e5-2b3b-4d33-96b1-686809770de0"",""0c02ce76-5293-4a97-a6fe-9c3831baafde"",""2b072ad6-53fd-422b-8b3a-ea7c3c9072e5"",""7f4dd165-83af-40b7-851a-aa52c0a03085""]",artifact-evidence-v1.3.2
revised_ordinary_controls,9bd546e2-7ee1-43ad-ba8c-5bc1a103cd86,/trials/9bd546e2-7ee1-43ad-ba8c-5bc1a103cd86,router-glm-5.2/2026-06-19__13-47-51,router-glm-5.2,terminal-bench-2.0:cancel-async-tasks,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 4"",""Tool calls: 3"",""Workspace-changing calls: 3"",""Thinking event metadata: 22207 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 18400"",""Transcript total input tokens: 18400"",""Transcript output tokens: 23632"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""5117f0f7-72d2-44c0-8088-b8fc91ea7d25"",""77c6011e-85b0-467e-a141-e450d2557daf"",""73b0ceaa-b3e2-420b-a020-641ddd9c4c79"",""d21a55b2-caa1-417e-ad5d-d135aa3da059"",""7dc7e94e-d64a-4bc3-96ef-999a2f060f81"",""63a172b1-dc61-414f-9718-f6c20378ea57""]",artifact-evidence-v1.3.2
revised_ordinary_controls,9ccb0a3f-514f-47a0-944b-159604c30239,/trials/9ccb0a3f-514f-47a0-944b-159604c30239,router-kimi-k3/2026-07-22__17-51-05,router-kimi-k3,terminal-bench-2.0:query-optimize,failure,substantive,substantive_agent_activity,none_detected,test_assertion_failure,none,consistent,8/8,available,verified,high,"[""Database reward (raw source of truth): 0"",""Harbor result reward: 0"",""Database/result reward consistency: consistent"",""Database exception type: not recorded"",""Database exception summary: not recorded"",""Database exception summary trusted markers: none"",""Exception artifact/result: none recorded"",""All trusted exception markers: none"",""Termination / exception subtype: none"",""Visible assistant events: 5"",""Tool calls: 11"",""Workspace-changing calls: 4"",""Thinking event metadata: 2954 (content neither retained nor displayed)"",""Final result: non-empty"",""Transcript evidence: complete"",""Trajectory evidence: complete"",""Database input tokens: 203601"",""Transcript total input tokens: 203601"",""Transcript output tokens: 5164"",""Transcript usage basis: final_aggregate"",""Synthetic retry: no"",""Explicit refusal marker: no"",""Verifier failure subtype: test_assertion_failure""]","[""968acc71-e741-48c6-aaa7-787a1b481161"",""d502d034-b9e0-4251-8f66-ccfd4eac6806"",""537c4584-17d0-4b20-b9c6-af40be07c769"",""59216453-e326-4016-8127-fd8cf9fff0d4"",""d586f810-441f-4eb7-854b-00451d29cc43"",""259ce011-d3fe-4702-8387-54abdfa15627""]",artifact-evidence-v1.3.2
