sample_stratum,arm_id,trial_id,task_id,raw_outcome,execution_validity,activity_subtype,failure_subtype,termination_subtype,telemetry_status,evidence_complete,trial_link
timeout_control,router-grok-build-0.1,8fc900d2-7c4a-4132-baf9-e56e93786d1c,terminal-bench-2.0:torch-pipeline-parallelism,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,partial,True,/trials/8fc900d2-7c4a-4132-baf9-e56e93786d1c
incomplete_evidence_control,router-grok-build-0.1,5c716145-3bd7-4fd6-8c19-075f3a42758f,terminal-bench-2.0:model-extraction-relu-logits,not_recorded,substantive,timeout_after_meaningful_activity,timeout,timeout,partial,False,/trials/5c716145-3bd7-4fd6-8c19-075f3a42758f
incomplete_evidence_control,router-grok-build-0.1,46aef975-4abd-45a6-ba72-13ad9de879e7,terminal-bench-2.0:schemelike-metacircular-eval,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,consistent,False,/trials/46aef975-4abd-45a6-ba72-13ad9de879e7
ordinary_success,router-kimi-k2.6,94275935-25eb-4e4a-b2ad-2010d72be8cc,terminal-bench-2.0:sqlite-db-truncate,success,substantive,substantive_agent_activity,none,none,consistent,True,/trials/94275935-25eb-4e4a-b2ad-2010d72be8cc
ordinary_success,router-kimi-k2.6,21d43dc5-3ea5-400a-915f-d6b2be35b5e7,terminal-bench-2.0:llm-inference-batching-scheduler,success,substantive,substantive_agent_activity,none,none,consistent,True,/trials/21d43dc5-3ea5-400a-915f-d6b2be35b5e7
ordinary_failure,router-kimi-k2.6,778407f8-fd75-4a1d-8d94-38b00c4c0b95,terminal-bench-2.0:torch-pipeline-parallelism,failure,substantive,substantive_agent_activity,test_assertion_failure,none,consistent,True,/trials/778407f8-fd75-4a1d-8d94-38b00c4c0b95
ordinary_failure,router-kimi-k2.6,2188536a-73ad-4bbd-8d22-9dab8643dc27,terminal-bench-2.0:cancel-async-tasks,failure,substantive,substantive_agent_activity,test_assertion_failure,none,consistent,True,/trials/2188536a-73ad-4bbd-8d22-9dab8643dc27
timeout_control,router-kimi-k2.6,d6c15fb6-f6e7-4e95-b728-99ba4febe85c,terminal-bench-2.0:password-recovery,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,consistent,True,/trials/d6c15fb6-f6e7-4e95-b728-99ba4febe85c
timeout_control,router-kimi-k2.6,8f267064-601c-4be8-b454-1e95fcff99a7,terminal-bench-2.0:polyglot-rust-c,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,incomplete_evidence,False,/trials/8f267064-601c-4be8-b454-1e95fcff99a7
incomplete_evidence_control,router-kimi-k2.6,8f267064-601c-4be8-b454-1e95fcff99a7,terminal-bench-2.0:polyglot-rust-c,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,incomplete_evidence,False,/trials/8f267064-601c-4be8-b454-1e95fcff99a7
incomplete_evidence_control,router-kimi-k2.6,70119da1-95f7-450f-8e8f-f3c84a02b529,terminal-bench-2.0:query-optimize,not_recorded,substantive,timeout_after_meaningful_activity,timeout,timeout,nonzero_mismatch,False,/trials/70119da1-95f7-450f-8e8f-f3c84a02b529
ordinary_success,router-kimi-k3,733d66fc-f8e0-4547-aebb-0644f68687cb,terminal-bench-2.0:sqlite-db-truncate,success,substantive,substantive_agent_activity,none,none,consistent,True,/trials/733d66fc-f8e0-4547-aebb-0644f68687cb
ordinary_success,router-kimi-k3,7c3d82da-7e32-4165-8c29-d5c0dae017ab,terminal-bench-2.0:git-leak-recovery,success,substantive,substantive_agent_activity,none,none,consistent,True,/trials/7c3d82da-7e32-4165-8c29-d5c0dae017ab
ordinary_failure,router-kimi-k3,9ccb0a3f-514f-47a0-944b-159604c30239,terminal-bench-2.0:query-optimize,failure,substantive,substantive_agent_activity,test_assertion_failure,none,consistent,True,/trials/9ccb0a3f-514f-47a0-944b-159604c30239
ordinary_failure,router-kimi-k3,5aaf3ef0-6667-403e-9e1f-c57873b6a73d,terminal-bench-2.0:polyglot-rust-c,failure,substantive,substantive_agent_activity,extraneous_output_artifacts,none,consistent,True,/trials/5aaf3ef0-6667-403e-9e1f-c57873b6a73d
timeout_control,router-kimi-k3,3db89966-7a7f-41bd-b0bf-6915cec474f5,terminal-bench-2.0:model-extraction-relu-logits,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,partial,True,/trials/3db89966-7a7f-41bd-b0bf-6915cec474f5
timeout_control,router-kimi-k3,f580a6df-8100-41d0-8fad-119950486751,terminal-bench-2.0:schemelike-metacircular-eval,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,incomplete_evidence,False,/trials/f580a6df-8100-41d0-8fad-119950486751
exception_success_control,router-kimi-k3,4e58527b-178b-4488-8f70-7bab1937487e,terminal-bench-2.0:cancel-async-tasks,success,substantive,timeout_after_meaningful_activity,none,timeout,partial,True,/trials/4e58527b-178b-4488-8f70-7bab1937487e
exception_success_control,router-kimi-k3,1dd2428d-629f-4ba5-ba63-18336e45b378,terminal-bench-2.0:torch-pipeline-parallelism,success,substantive,timeout_after_meaningful_activity,none,timeout,nonzero_mismatch,True,/trials/1dd2428d-629f-4ba5-ba63-18336e45b378
incomplete_evidence_control,router-kimi-k3,f580a6df-8100-41d0-8fad-119950486751,terminal-bench-2.0:schemelike-metacircular-eval,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,incomplete_evidence,False,/trials/f580a6df-8100-41d0-8fad-119950486751
ordinary_success,router-qwen-3.7-plus,61177dad-c320-4d82-8792-073d3eddd71d,terminal-bench-2.0:openssl-selfsigned-cert,success,substantive,substantive_agent_activity,none,none,consistent,True,/trials/61177dad-c320-4d82-8792-073d3eddd71d
ordinary_success,router-qwen-3.7-plus,efdeec5d-f87d-4aa2-b627-78a1bc8105a3,terminal-bench-2.0:password-recovery,success,substantive,substantive_agent_activity,none,none,consistent,True,/trials/efdeec5d-f87d-4aa2-b627-78a1bc8105a3
ordinary_failure,router-qwen-3.7-plus,1e2cdad5-9ace-4527-ad7c-72075ead1c13,terminal-bench-2.0:build-cython-ext,failure,substantive,substantive_agent_activity,test_assertion_failure,none,consistent,True,/trials/1e2cdad5-9ace-4527-ad7c-72075ead1c13
ordinary_failure,router-qwen-3.7-plus,4b5b4fff-dded-4027-9d61-b2d87c6ad971,terminal-bench-2.0:configure-git-webserver,failure,substantive,substantive_agent_activity,test_assertion_failure,none,consistent,True,/trials/4b5b4fff-dded-4027-9d61-b2d87c6ad971
timeout_control,router-qwen-3.7-plus,18ab5790-b29b-4124-89a3-662b19a6ffe7,terminal-bench-2.0:schemelike-metacircular-eval,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,partial,True,/trials/18ab5790-b29b-4124-89a3-662b19a6ffe7
timeout_control,router-qwen-3.7-plus,1231d333-72a1-48c6-a5e8-e9f14d943d65,terminal-bench-2.0:llm-inference-batching-scheduler,failure,substantive,timeout_after_meaningful_activity,timeout,timeout,partial,True,/trials/1231d333-72a1-48c6-a5e8-e9f14d943d65
exception_success_control,router-qwen-3.7-plus,dde27f2c-60d2-47ea-b008-ebcb80911e9d,terminal-bench-2.0:build-cython-ext,success,substantive,timeout_after_meaningful_activity,none,timeout,nonzero_mismatch,True,/trials/dde27f2c-60d2-47ea-b008-ebcb80911e9d
